AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2349
19-24,A,35-49K,Renter,2 Adults Kids,3,1,1755
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1801
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2125
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1725
45-54,A,15-24K,Homeowner,1 Adult Kids,3,1,1910
19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,769
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2144
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,837
25-34,A,75-99K,Homeowner,2 Adults Kids,4,2,1290
45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown,1365
45-54,U,125-149K,Unknown,Unknown,1,None/Unknown,704
25-34,B,25-34K,Renter,1 Adult Kids,5+,3+,2255
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1118
35-44,A,15-24K,Unknown,2 Adults Kids,4,2,2192
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1757
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,980
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2143
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,315
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,2136
65+,A,100-124K,Homeowner,2 Adults Kids,3,1,30
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2220
35-44,A,50-74K,Renter,2 Adults Kids,4,2,1171
55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,1148
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,423
55-64,A,35-49K,Unknown,2 Adults Kids,3,1,1311
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,1341
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,505
35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1525
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,169
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1503
35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,827
35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,792
65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,894
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1286
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1950
35-44,B,35-49K,Unknown,1 Adult Kids,3,2,2052
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,424
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,207
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1706
25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+,912
35-44,A,100-124K,Homeowner,2 Adults Kids,4,2,2105
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1068
55-64,U,15-24K,Unknown,2 Adults Kids,3,1,1888
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,613
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1276
45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,1818
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,496
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,2101
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1433
55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,1792
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1317
45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown,318
65+,U,50-74K,Homeowner,2 Adults Kids,3,1,1230
35-44,A,15-24K,Renter,1 Adult Kids,4,2,1623
45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,511
35-44,A,75-99K,Renter,Single Female,2,None/Unknown,2080
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,183
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,913
25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,2275
35-44,A,125-149K,Renter,Single Female,2,None/Unknown,674
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1913
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2356
35-44,A,50-74K,Renter,Single Female,2,None/Unknown,551
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1028
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,854
65+,U,125-149K,Homeowner,2 Adults Kids,3,1,1870
45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,848
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1051
19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,403
25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,562
25-34,U,Under 15K,Unknown,1 Adult Kids,2,1,408
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1971
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1945
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1143
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1442
25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,958
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1338
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,487
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1149
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,2157
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,635
45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,2155
45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,1626
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1161
45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,200
19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown,1334
25-34,U,35-49K,Unknown,2 Adults Kids,4,2,1582
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,2409
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,373
65+,A,35-49K,Homeowner,1 Adult Kids,3,1,1521
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2177
45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,1789
35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown,884
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,430
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,1184
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1355
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2444
35-44,A,200-249K,Homeowner,2 Adults Kids,3,1,2201
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,206
25-34,U,35-49K,Unknown,1 Adult Kids,3,2,1212
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2067
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2249
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,60
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1813
25-34,U,150-174K,Homeowner,2 Adults Kids,3,1,379
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,1843
45-54,U,150-174K,Unknown,Single Male,1,None/Unknown,1058
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,83
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2459
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,1747
55-64,A,Under 15K,Homeowner,Single Female,2,None/Unknown,751
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,1807
25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1358
45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,520
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1191
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,781
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,818
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2288
45-54,B,25-34K,Renter,1 Adult Kids,2,1,1872
19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,2127
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,468
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,531
19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,1427
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1717
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2245
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1526
19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1071
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1056
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1715
35-44,B,35-49K,Renter,1 Adult Kids,2,1,1287
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1383
35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,1684
25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,1770
35-44,B,35-49K,Homeowner,1 Adult Kids,2,1,1763
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1513
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,1658
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,1836
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,2394
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2019
55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1579
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1109
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2029
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1180
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,1415
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,928
35-44,A,35-49K,Unknown,Unknown,5+,3+,1078
45-54,A,15-24K,Unknown,2 Adults Kids,4,2,195
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,280
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1600
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1304
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,558
25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,2366
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2289
55-64,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1432
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,2078
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1805
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1200
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,2473
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1671
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,341
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1220
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,322
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2207
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2003
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1599
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1602
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,286
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1075
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,585
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,2270
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1209
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1705
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2114
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,316
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,2090
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,999
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,2274
55-64,U,25-34K,Renter,2 Adults Kids,3,1,1621
45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,72
45-54,U,50-74K,Unknown,Unknown,2,1,1489
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1067
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,88
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,936
35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,776
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1292
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,1936
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,603
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1767
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2239
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,337
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,972
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,2060
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,36
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1225
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1187
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1457
25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,262
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,2074
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1735
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,288
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,2377
45-54,U,35-49K,Renter,Unknown,1,None/Unknown,669
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1642
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,901
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1875
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1698
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1395
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1611
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,267
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1121
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,648
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1597
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1577
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2065
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,225
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,421
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1465
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1776
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,150
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1008
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,943
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1561
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1533
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1204
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,2122
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,507
25-34,B,25-34K,Renter,1 Adult Kids,3,2,1688
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,92
65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,539
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1661
35-44,U,15-24K,Renter,2 Adults Kids,4,2,348
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2215
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1744
45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,711
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1819
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1881
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1398
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,2077
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,953
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1487
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2401
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2232
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,503
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,2152
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1898
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,847
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1077
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,991
55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,663
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1560
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1196
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,833
65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,180
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,643
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,132
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,425
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1447
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,199
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1215
55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,962
35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,1728
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1629
65+,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1288
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1552
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1761
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1553
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,340
25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1392
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,812
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2099
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,950
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1073
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1173
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2160
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1508
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,735
55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,420
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,261
55-64,U,25-34K,Renter,2 Adults Kids,3,1,1641
45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,1632
45-54,U,50-74K,Unknown,Unknown,2,1,640
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1079
35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1876
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1183
35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,2089
19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1839
45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,2358
45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1390
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,375
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,745
65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1269
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,398
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,1712
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,2450
35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,2240
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1124
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,160
25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,182
25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,658
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,552
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1406
45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1925
45-54,U,35-49K,Renter,Unknown,1,None/Unknown,308
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2278
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,659
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,2462
19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1806
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,2241
25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,2211
45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,1669
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1375
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2093
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,70
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,148
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1493
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,904
45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1315
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,384
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,638
65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1954
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,107
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,1978
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,15
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,2474
35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,1996
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,975
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1471
25-34,B,25-34K,Renter,1 Adult Kids,3,2,495
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,1039
65+,A,25-34K,Homeowner,Single Female,2,None/Unknown,2095
35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,2286
35-44,U,15-24K,Renter,2 Adults Kids,4,2,2273
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1119
19-24,B,Under 15K,Renter,1 Adult Kids,2,1,1054
45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,1667
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2047
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,100
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1786
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,1891
45-54,U,125-149K,Homeowner,2 Adults Kids,4,2,1507
45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1713
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2404
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,106
55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,217
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,2301
65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1679
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1281
25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,1576
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1760
55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,328
25-34,U,100-124K,Unknown,Single Female,1,None/Unknown,1140
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1922
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1193
65+,A,100-124K,Homeowner,Single Female,2,None/Unknown,1589
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1575
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,964
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,554
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,24
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,533
55-64,U,15-24K,Unknown,Single Male,1,None/Unknown,1605
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,969
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1718
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,259
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2010
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1255
19-24,B,50-74K,Unknown,2 Adults Kids,3,1,1930
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2165
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,2433
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,2357
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,2392
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2389
35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown,1893
35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,368
45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1253
45-54,A,25-34K,Unknown,2 Adults Kids,3,1,1518
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1654
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,970
35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,809
25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,2469
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1381
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2025
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1249
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1446
25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,795
45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown,1889
19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1336
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,466
19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,536
35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1055
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,2033
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1638
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2398
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,2454
55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,203
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,789
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1647
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1400
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2242
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,258
35-44,B,125-149K,Unknown,Single Female,1,None/Unknown,1127
45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,344
